T          V        N   RS       MinV       MaxV
1355481529 1.790850 007 12.536750 1.790750 1.791150
1355481573 1.790750 005 8.954350 1.790750 1.791050
1355481595 1.790650 002 3.581400 1.790650 1.790750
1355481627 1.790750 003 5.372150 1.790650 1.790750
1355481633 1.790650 003 5.372050 1.790650 1.790750
1355481659 1.790750 003 5.372150 1.790650 1.790750
1355481659 1.790850 004 7.163000 1.790650 1.790850
1355481680 1.790750 005 8.953750 1.790650 1.790850
1355481711 1.790650 004 7.163000 1.790650 1.790850
1355481717 1.790550 005 8.953550 1.790550 1.790850
1355481719 1.790650 004 7.162600 1.790550 1.790750
1355481756 1.790450 004 7.162300 1.790450 1.790650
1355481774 1.790550 004 7.162200 1.790450 1.790650
1355481780 1.790650 003 5.371650 1.790450 1.790650
1355481791 1.790550 004 7.162200 1.790450 1.790650
1355481827 1.790650 004 7.162400 1.790550 1.790650
1355481832 1.790550 005 8.952950 1.790550 1.790650
1355481846 1.790450 004 7.162200 1.790450 1.790650
1355481876 1.790350 004 7.162000 1.790350 1.790650
1355481882 1.790250 005 8.952250 1.790250 1.790650
1355481893 1.790150 004 7.161200 1.790150 1.790450
1355481937 1.790350 003 5.370750 1.790150 1.790350
1355482018 1.790450 001 1.790450 1.790450 1.790450
1355482035 1.790350 002 3.580800 1.790350 1.790450
1355482036 1.790450 003 5.371250 1.790350 1.790450
1355482124 1.790350 001 1.790350 1.790350 1.790350
1355482124 1.790450 002 3.580800 1.790350 1.790450
1355482138 1.790350 003 5.371150 1.790350 1.790450
1355482144 1.790450 004 7.161600 1.790350 1.790450
1355482145 1.790350 005 8.951950 1.790350 1.790450
1355482163 1.790450 006 10.742400 1.790350 1.790450
1355482245 1.790650 001 1.790650 1.790650 1.790650
1355482251 1.790550 002 3.581200 1.790550 1.790650
1355482413 1.790650 001 1.790650 1.790650 1.790650
1355482454 1.790450 002 3.581100 1.790450 1.790650
1355482468 1.790550 003 5.371650 1.790450 1.790650
1355482484 1.790650 003 5.371650 1.790450 1.790650
1355482512 1.790550 004 7.162200 1.790450 1.790650
1355482518 1.790450 004 7.162200 1.790450 1.790650
1355482518 1.790550 005 8.952750 1.790450 1.790650
1355482536 1.790450 005 8.952650 1.790450 1.790650
1355482676 1.790250 001 1.790250 1.790250 1.790250
1355482676 1.790450 002 3.580700 1.790250 1.790450
1355482741 1.790350 001 1.790350 1.790350 1.790350
1355482768 1.790150 002 3.580500 1.790150 1.790350
1355482768 1.790050 003 5.370550 1.790050 1.790350
1355482789 1.789650 004 7.160200 1.789650 1.790350
1355482794 1.789950 005 8.950150 1.789650 1.790350
1355482832 1.790050 003 5.369650 1.789650 1.790050
1355482839 1.789950 004 7.159600 1.789650 1.790050
1355482849 1.789850 004 7.159800 1.789850 1.790050
1355482850 1.789950 005 8.949750 1.789850 1.790050
1355482850 1.789850 006 10.739600 1.789850 1.790050
1355482870 1.789950 006 10.739600 1.789850 1.790050
1355482896 1.790050 006 10.739600 1.789850 1.790050
1355482931 1.790250 002 3.580300 1.790050 1.790250
1355482988 1.790350 002 3.580600 1.790250 1.790350
1355482989 1.790250 003 5.370850 1.790250 1.790350
1355482995 1.790450 003 5.371050 1.790250 1.790450
1355482995 1.790550 004 7.161600 1.790250 1.790550
1355483041 1.790450 005 8.952050 1.790250 1.790550
1355483047 1.790350 006 10.742400 1.790250 1.790550
1355483070 1.790450 003 5.371250 1.790350 1.790450
1355483105 1.790350 003 5.371150 1.790350 1.790450
1355483186 1.790650 001 1.790650 1.790650 1.790650
1355483211 1.790550 002 3.581200 1.790550 1.790650
1355483226 1.790450 003 5.371650 1.790450 1.790650
1355483227 1.790550 004 7.162200 1.790450 1.790650
1355483235 1.790650 005 8.952850 1.790450 1.790650
1355483242 1.790750 006 10.743600 1.790450 1.790750
1355483243 1.790650 007 12.534250 1.790450 1.790750
1355483258 1.791050 007 12.534650 1.790450 1.791050
1355483271 1.791150 007 12.535250 1.790450 1.791150
1355483306 1.791050 003 5.373250 1.791050 1.791150
1355483306 1.791350 004 7.164600 1.791050 1.791350
1355483344 1.791250 003 5.373650 1.791050 1.791350
1355483344 1.791350 004 7.165000 1.791050 1.791350
1355483360 1.791450 005 8.956450 1.791050 1.791450
1355483361 1.791350 006 10.747800 1.791050 1.791450
1355483383 1.791150 005 8.956550 1.791150 1.791450
1355483440 1.791250 002 3.582400 1.791150 1.791250
1355483455 1.791350 002 3.582600 1.791250 1.791350
1355483494 1.791750 003 5.374350 1.791250 1.791750
1355483503 1.791950 003 5.375050 1.791350 1.791950
1355483503 1.791750 004 7.166800 1.791350 1.791950
1355483516 1.791950 004 7.167400 1.791750 1.791950
1355483521 1.791850 005 8.959250 1.791750 1.791950
1355483551 1.791650 006 10.750900 1.791650 1.791950
1355483610 1.791450 002 3.583100 1.791450 1.791650
1355483660 1.791350 002 3.582800 1.791350 1.791450
1355483674 1.791250 002 3.582600 1.791250 1.791350
1355483675 1.791450 003 5.374050 1.791250 1.791450
1355483699 1.791550 004 7.165600 1.791250 1.791550
1355483699 1.791650 005 8.957250 1.791250 1.791650
1355483708 1.791450 006 10.748700 1.791250 1.791650
1355483721 1.791550 006 10.748900 1.791250 1.791650
1355483742 1.791450 005 8.957650 1.791450 1.791650
1355483742 1.791550 006 10.749200 1.791450 1.791650
1355483759 1.791450 005 8.957450 1.791450 1.791550
1355483777 1.791550 005 8.957550 1.791450 1.791550
1355483798 1.791450 005 8.957450 1.791450 1.791550
1355483936 1.791350 001 1.791350 1.791350 1.791350
1355483950 1.791450 002 3.582800 1.791350 1.791450
1355483965 1.791350 003 5.374150 1.791350 1.791450
1355484025 1.791450 001 1.791450 1.791450 1.791450
1355484040 1.791350 002 3.582800 1.791350 1.791450
1355484047 1.791250 003 5.374050 1.791250 1.791450
1355484047 1.791050 004 7.165100 1.791050 1.791450
1355484049 1.791150 005 8.956250 1.791050 1.791450
1355484050 1.791050 006 10.747300 1.791050 1.791450
1355484150 1.791150 001 1.791150 1.791150 1.791150
1355484165 1.791050 002 3.582200 1.791050 1.791150
1355484187 1.790950 003 5.373150 1.790950 1.791150
1355484187 1.790850 004 7.164000 1.790850 1.791150
1355484211 1.790650 004 7.163500 1.790650 1.791050
1355484211 1.790750 005 8.954250 1.790650 1.791050
1355484223 1.790850 006 10.745100 1.790650 1.791050
1355484223 1.790750 007 12.535850 1.790650 1.791050
1355484223 1.790850 008 14.326700 1.790650 1.791050
1355484224 1.790750 009 16.117450 1.790650 1.791050
1355484273 1.790950 005 8.954150 1.790750 1.790950
1355484284 1.791150 002 3.582100 1.790950 1.791150
1355484331 1.791050 003 5.373150 1.790950 1.791150
1355484331 1.790950 004 7.164100 1.790950 1.791150
1355484347 1.790850 003 5.372850 1.790850 1.791050
1355484370 1.791150 004 7.164000 1.790850 1.791150
1355484370 1.790850 005 8.954850 1.790850 1.791150
1355484383 1.790750 006 10.745600 1.790750 1.791150
1355484384 1.790950 007 12.536550 1.790750 1.791150
1355484389 1.790850 008 14.327400 1.790750 1.791150
1355484389 1.790950 009 16.118350 1.790750 1.791150
1355484419 1.790850 007 12.536350 1.790750 1.791150
1355484473 1.790550 002 3.581400 1.790550 1.790850
1355484473 1.790450 003 5.371850 1.790450 1.790850
1355484480 1.790350 003 5.371350 1.790350 1.790550
1355484495 1.790450 004 7.161800 1.790350 1.790550
1355484500 1.790350 005 8.952150 1.790350 1.790550
1355484563 1.790450 001 1.790450 1.790450 1.790450
1355484587 1.790650 002 3.581100 1.790450 1.790650
1355484604 1.790850 003 5.371950 1.790450 1.790850
1355484620 1.790650 004 7.162600 1.790450 1.790850
1355484621 1.790750 005 8.953350 1.790450 1.790850
1355484633 1.790850 005 8.953750 1.790650 1.790850
1355484633 1.790750 006 10.744500 1.790650 1.790850
1355484648 1.790850 006 10.744700 1.790650 1.790850
1355484669 1.790750 006 10.744600 1.790650 1.790850
1355484670 1.790650 007 12.535250 1.790650 1.790850
1355484706 1.790750 004 7.163000 1.790650 1.790850
1355484709 1.790850 004 7.163000 1.790650 1.790850
1355484710 1.790750 005 8.953750 1.790650 1.790850
1355484727 1.790550 006 10.744300 1.790550 1.790850
1355484728 1.790650 007 12.534950 1.790550 1.790850
1355484735 1.790250 006 10.743800 1.790250 1.790850
1355484741 1.790150 007 12.533950 1.790150 1.790850
1355484744 1.790050 008 14.324000 1.790050 1.790850
1355484751 1.789850 009 16.113850 1.789850 1.790850
1355484760 1.789650 010 17.903500 1.789650 1.790850
1355484767 1.789750 010 17.902500 1.789650 1.790850
1355484767 1.790250 011 19.692750 1.789650 1.790850
1355484775 1.790350 010 17.901500 1.789650 1.790650
1355484794 1.790250 009 16.110550 1.789650 1.790350
1355484795 1.790450 009 16.110750 1.789650 1.790450
1355484865 1.790250 001 1.790250 1.790250 1.790250
1355484910 1.790050 002 3.580300 1.790050 1.790250
1355484926 1.789850 002 3.579900 1.789850 1.790050
1355484926 1.789950 003 5.369850 1.789850 1.790050
1355484942 1.790050 004 7.159900 1.789850 1.790050
1355484965 1.789950 005 8.949850 1.789850 1.790050
1355484965 1.789850 006 10.739700 1.789850 1.790050
1355484988 1.789950 004 7.159800 1.789850 1.790050
1355484988 1.789850 005 8.949650 1.789850 1.790050
1355485001 1.789750 006 10.739400 1.789750 1.790050
1355485026 1.789850 004 7.159400 1.789750 1.789950
1355485026 1.789650 005 8.949050 1.789650 1.789950
1355485030 1.789850 006 10.738900 1.789650 1.789950
1355485036 1.789650 007 12.528550 1.789650 1.789950
1355485048 1.789750 006 10.738500 1.789650 1.789850
1355485053 1.789850 007 12.528350 1.789650 1.789850
1355485093 1.789950 004 7.159200 1.789650 1.789950
1355485099 1.789850 004 7.159400 1.789750 1.789950
1355485113 1.789950 003 5.369750 1.789850 1.789950
1355485139 1.789750 004 7.159500 1.789750 1.789950
1355485210 1.789850 001 1.789850 1.789850 1.789850
1355485210 1.789750 002 3.579600 1.789750 1.789850
1355485225 1.789650 003 5.369250 1.789650 1.789850
1355485225 1.789850 004 7.159100 1.789650 1.789850
1355485247 1.789650 005 8.948750 1.789650 1.789850
1355485255 1.789550 006 10.738300 1.789550 1.789850
1355485264 1.789650 007 12.527950 1.789550 1.789850
1355485275 1.789850 006 10.738200 1.789550 1.789850
1355485275 1.789550 007 12.527750 1.789550 1.789850
1355485296 1.789450 006 10.737700 1.789450 1.789850
1355485312 1.789550 006 10.737600 1.789450 1.789850
1355485316 1.789450 006 10.737500 1.789450 1.789850
1355485316 1.789250 007 12.526750 1.789250 1.789850
1355485317 1.789450 008 14.316200 1.789250 1.789850
1355485330 1.789350 008 14.315900 1.789250 1.789850
1355485336 1.789450 007 12.525950 1.789250 1.789550
1355485353 1.789550 008 14.315500 1.789250 1.789550
1355485353 1.789450 009 16.104950 1.789250 1.789550
1355485354 1.789550 010 17.894500 1.789250 1.789550
1355485364 1.789450 010 17.894500 1.789250 1.789550
1355485382 1.789650 007 12.526450 1.789350 1.789650
1355485383 1.789550 008 14.316000 1.789350 1.789650
1355485393 1.789750 008 14.316400 1.789450 1.789750
1355485436 1.789550 004 7.158500 1.789550 1.789750
1355485445 1.789650 003 5.368950 1.789550 1.789750
1355485454 1.789750 003 5.368950 1.789550 1.789750
1355485458 1.789550 004 7.158500 1.789550 1.789750
1355485459 1.789650 005 8.948150 1.789550 1.789750
1355485468 1.789750 006 10.737900 1.789550 1.789750
1355485493 1.789950 007 12.527850 1.789550 1.789950
1355485506 1.789850 006 10.738500 1.789550 1.789950
1355485531 1.790150 003 5.369950 1.789850 1.790150
1355485538 1.790050 004 7.160000 1.789850 1.790150
1355485539 1.789950 005 8.949950 1.789850 1.790150
1355485547 1.789750 006 10.739700 1.789750 1.790150
1355485550 1.789850 007 12.529550 1.789750 1.790150
1355485585 1.789750 006 10.739500 1.789750 1.790150
1355485609 1.789650 003 5.369250 1.789650 1.789850
1355485641 1.789750 003 5.369150 1.789650 1.789750
1355485682 1.789650 002 3.579400 1.789650 1.789750
1355485737 1.789750 002 3.579400 1.789650 1.789750
1355485752 1.789850 002 3.579600 1.789750 1.789850
1355485753 1.789750 003 5.369350 1.789750 1.789850
1355485758 1.789850 004 7.159200 1.789750 1.789850
1355485759 1.789950 005 8.949150 1.789750 1.789950
1355485770 1.789850 006 10.739000 1.789750 1.789950
1355485770 1.789950 007 12.528950 1.789750 1.789950
1355485788 1.790050 008 14.319000 1.789750 1.790050
1355485815 1.789950 006 10.739600 1.789850 1.790050
1355485816 1.790050 007 12.529650 1.789850 1.790050
1355485882 1.789750 001 1.789750 1.789750 1.789750
1355485883 1.789650 002 3.579400 1.789650 1.789750
1355485916 1.789350 003 5.368750 1.789350 1.789750
1355485927 1.789450 004 7.158200 1.789350 1.789750
1355485927 1.789350 005 8.947550 1.789350 1.789750
1355485928 1.789450 006 10.737000 1.789350 1.789750
1355485945 1.789850 005 8.947450 1.789350 1.789850
1355485945 1.789750 006 10.737200 1.789350 1.789850
1355485968 1.789650 007 12.526850 1.789350 1.789850
1355485969 1.789450 008 14.316300 1.789350 1.789850
1355485987 1.789350 006 10.737500 1.789350 1.789850
1355485999 1.789250 006 10.737300 1.789250 1.789850
1355486014 1.789150 005 8.946850 1.789150 1.789650
1355486021 1.789050 006 10.735900 1.789050 1.789650
1355486028 1.789150 006 10.735400 1.789050 1.789450
1355486030 1.789050 006 10.735000 1.789050 1.789350
1355486044 1.789250 007 12.524250 1.789050 1.789350
1355486080 1.789050 005 8.945550 1.789050 1.789250
1355486114 1.789350 002 3.578400 1.789050 1.789350
1355486168 1.789250 002 3.578600 1.789250 1.789350
1355486173 1.789150 003 5.367750 1.789150 1.789350
1355486186 1.789250 003 5.367650 1.789150 1.789250
1355486262 1.789450 001 1.789450 1.789450 1.789450
1355486262 1.789350 002 3.578800 1.789350 1.789450
1355486263 1.789450 003 5.368250 1.789350 1.789450
1355486272 1.789650 004 7.157900 1.789350 1.789650
1355486273 1.789550 005 8.947450 1.789350 1.789650
1355486298 1.789750 006 10.737200 1.789350 1.789750
1355486309 1.789650 007 12.526850 1.789350 1.789750
1355486365 1.789750 002 3.579400 1.789650 1.789750
1355486379 1.789650 002 3.579400 1.789650 1.789750
1355486382 1.789850 003 5.369250 1.789650 1.789850
1355486384 1.789750 004 7.159000 1.789650 1.789850
1355486392 1.789650 005 8.948650 1.789650 1.789850
1355486406 1.789350 006 10.738000 1.789350 1.789850
1355486418 1.789450 007 12.527450 1.789350 1.789850
1355486452 1.789550 003 5.368350 1.789350 1.789550
1355486536 1.789450 001 1.789450 1.789450 1.789450
1355486563 1.789550 002 3.579000 1.789450 1.789550
1355486564 1.789650 003 5.368650 1.789450 1.789650
1355486623 1.789550 002 3.579200 1.789550 1.789650
1355486628 1.789650 002 3.579200 1.789550 1.789650
1355486638 1.789750 003 5.368950 1.789550 1.789750
1355486655 1.789850 004 7.158800 1.789550 1.789850
1355486677 1.789950 005 8.948750 1.789550 1.789950
1355486721 1.789850 002 3.579800 1.789850 1.789950
1355486722 1.789950 003 5.369750 1.789850 1.789950
1355486725 1.789850 004 7.159600 1.789850 1.789950
1355486769 1.790250 004 7.159900 1.789850 1.790250
1355486824 1.790750 002 3.581000 1.790250 1.790750
1355486840 1.790850 002 3.581600 1.790750 1.790850
1355486859 1.790650 003 5.372250 1.790650 1.790850
1355486901 1.790750 002 3.581400 1.790650 1.790750
1355486902 1.790650 003 5.372050 1.790650 1.790750
1355486938 1.790350 003 5.371750 1.790350 1.790750
1355486977 1.790250 002 3.580600 1.790250 1.790350
1355486986 1.790150 003 5.370750 1.790150 1.790350
1355487007 1.790250 003 5.370650 1.790150 1.790250
1355487027 1.790350 004 7.161000 1.790150 1.790350
1355487035 1.790450 005 8.951450 1.790150 1.790450
1355487036 1.790350 006 10.741800 1.790150 1.790450
1355487125 1.790250 001 1.790250 1.790250 1.790250
1355487150 1.790350 002 3.580600 1.790250 1.790350
1355487182 1.790450 003 5.371050 1.790250 1.790450
1355487254 1.790350 001 1.790350 1.790350 1.790350
1355487257 1.790450 002 3.580800 1.790350 1.790450
1355487264 1.790350 003 5.371150 1.790350 1.790450
1355487265 1.790450 004 7.161600 1.790350 1.790450
1355487286 1.790350 005 8.951950 1.790350 1.790450
1355487295 1.790250 006 10.742200 1.790250 1.790450
1355487298 1.790150 007 12.532350 1.790150 1.790450
1355487312 1.790450 008 14.322800 1.790150 1.790450
1355487332 1.790250 005 8.951450 1.790150 1.790450
1355487356 1.790150 004 7.161000 1.790150 1.790450
1355487406 1.790250 002 3.580400 1.790150 1.790250
1355487415 1.790150 003 5.370550 1.790150 1.790250
1355487422 1.790250 003 5.370650 1.790150 1.790250
1355487514 1.790050 001 1.790050 1.790050 1.790050
1355487524 1.790150 002 3.580200 1.790050 1.790150
1355487542 1.789950 003 5.370150 1.789950 1.790150
1355487542 1.790050 004 7.160200 1.789950 1.790150
1355487627 1.790250 001 1.790250 1.790250 1.790250
1355487629 1.790150 002 3.580400 1.790150 1.790250
1355487698 1.790350 001 1.790350 1.790350 1.790350
1355487706 1.790550 002 3.580900 1.790350 1.790550
1355487713 1.790650 003 5.371550 1.790350 1.790650
1355487729 1.790450 004 7.162000 1.790350 1.790650
1355487776 1.790550 002 3.581000 1.790450 1.790550
1355487776 1.790450 003 5.371450 1.790450 1.790550
1355487776 1.790550 004 7.162000 1.790450 1.790550
1355487802 1.790750 004 7.162300 1.790450 1.790750
1355487902 1.790850 001 1.790850 1.790850 1.790850
1355487940 1.790750 002 3.581600 1.790750 1.790850
1355487945 1.790850 003 5.372450 1.790750 1.790850
1355487947 1.790750 004 7.163200 1.790750 1.790850
1355487967 1.790850 004 7.163200 1.790750 1.790850
1355488036 1.790750 001 1.790750 1.790750 1.790750
1355488037 1.790650 002 3.581400 1.790650 1.790750
1355488100 1.790550 001 1.790550 1.790550 1.790550
1355488109 1.790850 002 3.581400 1.790550 1.790850
1355488237 1.790550 001 1.790550 1.790550 1.790550
1355488254 1.790350 002 3.580900 1.790350 1.790550
1355488262 1.790550 003 5.371450 1.790350 1.790550
1355488291 1.790450 004 7.161900 1.790350 1.790550
1355488291 1.790550 005 8.952450 1.790350 1.790550
1355488315 1.790450 004 7.162000 1.790450 1.790550
1355488332 1.790250 004 7.161700 1.790250 1.790550
1355488332 1.790450 005 8.952150 1.790250 1.790550
1355488338 1.790550 006 10.742700 1.790250 1.790550
1355488340 1.790450 007 12.533150 1.790250 1.790550
1355488355 1.790850 006 10.743000 1.790250 1.790850
1355488356 1.790950 007 12.533950 1.790250 1.790950
1355488360 1.791150 008 14.325100 1.790250 1.791150
1355488361 1.790950 009 16.116050 1.790250 1.791150
1355488367 1.791050 010 17.907100 1.790250 1.791150
1355488370 1.790950 011 19.698050 1.790250 1.791150
1355488376 1.790850 011 19.698450 1.790250 1.791150
1355488393 1.790950 010 17.908700 1.790450 1.791150
1355488477 1.790850 001 1.790850 1.790850 1.790850
1355488495 1.790650 002 3.581500 1.790650 1.790850
1355488496 1.790750 003 5.372250 1.790650 1.790850
1355488511 1.790650 004 7.162900 1.790650 1.790850
1355488585 1.790850 001 1.790850 1.790850 1.790850
1355488652 1.791150 001 1.791150 1.791150 1.791150
1355488670 1.790950 002 3.582100 1.790950 1.791150
1355488766 1.791050 001 1.791050 1.791050 1.791050
1355488813 1.791250 002 3.582300 1.791050 1.791250
1355488814 1.791150 003 5.373450 1.791050 1.791250
1355488815 1.790950 004 7.164400 1.790950 1.791250
1355488824 1.791150 005 8.955550 1.790950 1.791250
1355488861 1.791350 005 8.955850 1.790950 1.791350
1355488926 1.791450 001 1.791450 1.791450 1.791450
1355488961 1.791350 002 3.582800 1.791350 1.791450
1355488975 1.791550 003 5.374350 1.791350 1.791550
1355488977 1.791250 004 7.165600 1.791250 1.791550
1355488982 1.791350 005 8.956950 1.791250 1.791550
1355488985 1.790950 006 10.747900 1.790950 1.791550
1355488990 1.790750 006 10.747200 1.790750 1.791550
1355489025 1.790850 006 10.746700 1.790750 1.791550
1355489040 1.790750 005 8.954650 1.790750 1.791350
1355489047 1.790650 004 7.163000 1.790650 1.790850
1355489047 1.790750 005 8.953750 1.790650 1.790850
1355489060 1.790650 005 8.953650 1.790650 1.790850
1355489069 1.790750 006 10.744400 1.790650 1.790850
1355489070 1.790650 007 12.535050 1.790650 1.790850
1355489073 1.790550 008 14.325600 1.790550 1.790850
1355489074 1.790650 009 16.116250 1.790550 1.790850
1355489088 1.790550 009 16.115950 1.790550 1.790750
1355489090 1.790650 010 17.906600 1.790550 1.790750
1355489189 1.790550 001 1.790550 1.790550 1.790550
1355489189 1.790650 002 3.581200 1.790550 1.790650
1355489203 1.790750 003 5.371950 1.790550 1.790750
1355489249 1.790450 002 3.581200 1.790450 1.790750
1355489249 1.790550 003 5.371750 1.790450 1.790750
1355489287 1.790450 003 5.371450 1.790450 1.790550
1355489295 1.790550 004 7.162000 1.790450 1.790550
1355489347 1.790050 002 3.580600 1.790050 1.790550
1355489363 1.790250 002 3.580300 1.790050 1.790250
1355489404 1.790350 003 5.370650 1.790050 1.790350
1355489523 1.790250 001 1.790250 1.790250 1.790250
1355489534 1.790150 002 3.580400 1.790150 1.790250
1355489535 1.790250 003 5.370650 1.790150 1.790250
1355489566 1.790150 004 7.160800 1.790150 1.790250
1355489567 1.790250 005 8.951050 1.790150 1.790250
1355489584 1.790150 005 8.950950 1.790150 1.790250
1355489595 1.790250 004 7.160800 1.790150 1.790250
1355489595 1.790150 005 8.950950 1.790150 1.790250
1355489598 1.790050 006 10.741000 1.790050 1.790250
1355489611 1.790150 007 12.531150 1.790050 1.790250
1355489622 1.790050 008 14.321200 1.790050 1.790250
1355489634 1.789950 007 12.530750 1.789950 1.790250
1355489642 1.789850 008 14.320600 1.789850 1.790250
1355489645 1.789950 008 14.320400 1.789850 1.790250
1355489666 1.789850 006 10.739800 1.789850 1.790150
1355489672 1.789750 006 10.739400 1.789750 1.790050
1355489699 1.789950 005 8.949350 1.789750 1.789950
1355489706 1.789750 004 7.159300 1.789750 1.789950
1355489724 1.789550 005 8.948850 1.789550 1.789950
1355489747 1.789650 004 7.158900 1.789550 1.789950
1355489766 1.789750 003 5.368950 1.789550 1.789750
1355489786 1.789850 003 5.369250 1.789650 1.789850
1355489789 1.789950 004 7.159200 1.789650 1.789950
1355489795 1.789750 005 8.948950 1.789650 1.789950
1355489800 1.789650 006 10.738600 1.789650 1.789950
1355489822 1.789250 006 10.738200 1.789250 1.789950
1355489823 1.789050 007 12.527250 1.789050 1.789950
1355489858 1.788750 004 7.156700 1.788750 1.789650
1355489869 1.788450 004 7.155500 1.788450 1.789250
1355489875 1.788350 005 8.943850 1.788350 1.789250
1355489887 1.788250 004 7.153800 1.788250 1.788750
1355489894 1.788450 005 8.942250 1.788250 1.788750
1355489895 1.788650 006 10.730900 1.788250 1.788750
1355489904 1.788450 007 12.519350 1.788250 1.788750
1355489942 1.788550 005 8.942350 1.788250 1.788650
1355489983 1.788650 002 3.577200 1.788550 1.788650
1355489993 1.788550 003 5.365750 1.788550 1.788650
1355490001 1.788450 004 7.154200 1.788450 1.788650
1355490014 1.787850 004 7.153500 1.787850 1.788650
1355490042 1.788150 005 8.941650 1.787850 1.788650
1355490058 1.788350 004 7.152800 1.787850 1.788450
1355490059 1.788450 005 8.941250 1.787850 1.788450
1355490064 1.788650 005 8.941450 1.787850 1.788650
1355490095 1.788450 005 8.942050 1.788150 1.788650
1355490113 1.788350 005 8.942250 1.788350 1.788650
1355490121 1.788650 004 7.154100 1.788350 1.788650
1355490132 1.788550 004 7.154000 1.788350 1.788650
1355490133 1.788650 005 8.942650 1.788350 1.788650
1355490181 1.788550 003 5.365750 1.788550 1.788650
1355490193 1.788650 002 3.577200 1.788550 1.788650
1355490247 1.788850 002 3.577500 1.788650 1.788850
1355490258 1.788950 002 3.577800 1.788850 1.788950
1355490302 1.789450 003 5.367250 1.788850 1.789450
1355490305 1.789650 004 7.156900 1.788850 1.789650
1355490327 1.789750 003 5.368850 1.789450 1.789750
1355490351 1.789650 004 7.158500 1.789450 1.789750
1355490365 1.789850 003 5.369250 1.789650 1.789850
1355490365 1.789750 004 7.159000 1.789650 1.789850
1355490373 1.789450 005 8.948450 1.789450 1.789850
1355490380 1.789550 006 10.738000 1.789450 1.789850
1355490386 1.789450 007 12.527450 1.789450 1.789850
1355490394 1.789350 007 12.527050 1.789350 1.789850
1355490423 1.789450 007 12.526850 1.789350 1.789850
1355490429 1.789250 006 10.736500 1.789250 1.789550
1355490448 1.789350 004 7.157400 1.789250 1.789450
1355490576 1.789250 001 1.789250 1.789250 1.789250
1355490581 1.788950 002 3.578200 1.788950 1.789250
1355490582 1.789150 003 5.367350 1.788950 1.789250
1355490588 1.789050 004 7.156400 1.788950 1.789250
1355490594 1.789150 005 8.945550 1.788950 1.789250
1355490621 1.788950 006 10.734500 1.788950 1.789250
1355490624 1.789050 007 12.523550 1.788950 1.789250
1355490629 1.789150 008 14.312700 1.788950 1.789250
1355490652 1.789450 005 8.945750 1.788950 1.789450
1355490706 1.789550 002 3.579000 1.789450 1.789550
1355490716 1.789650 002 3.579200 1.789550 1.789650
1355490717 1.789750 003 5.368950 1.789550 1.789750
1355490725 1.789650 004 7.158600 1.789550 1.789750
1355490738 1.789750 005 8.948350 1.789550 1.789750
1355490739 1.789650 006 10.738000 1.789550 1.789750
1355490744 1.789850 007 12.527850 1.789550 1.789850
1355490749 1.789750 008 14.317600 1.789550 1.789850
1355490751 1.789850 009 16.107450 1.789550 1.789850
1355490752 1.789950 010 17.897400 1.789550 1.789950
1355490802 1.789850 005 8.949250 1.789750 1.789950
1355490806 1.790050 005 8.949450 1.789750 1.790050
1355490815 1.789950 003 5.369850 1.789850 1.790050
1355490838 1.790250 004 7.160100 1.789850 1.790250
1355490843 1.790550 005 8.950650 1.789850 1.790550
1355490852 1.790450 006 10.741100 1.789850 1.790550
1355490859 1.790650 007 12.531750 1.789850 1.790650
1355490917 1.790550 002 3.581200 1.790550 1.790650
1355490943 1.790250 002 3.580800 1.790250 1.790550
1355490969 1.790450 003 5.371250 1.790250 1.790550
1355491001 1.790250 003 5.370950 1.790250 1.790450
1355491001 1.790150 004 7.161100 1.790150 1.790450
1355491003 1.790250 004 7.161100 1.790150 1.790450
1355491005 1.790050 005 8.951150 1.790050 1.790450
1355491017 1.790150 006 10.741300 1.790050 1.790450
1355491017 1.790250 007 12.531550 1.790050 1.790450
1355491048 1.790050 007 12.531150 1.790050 1.790250
1355491048 1.790150 008 14.321300 1.790050 1.790250
1355491073 1.790550 005 8.951150 1.790050 1.790550
1355491085 1.790650 004 7.161400 1.790050 1.790650
1355491091 1.790550 005 8.951950 1.790050 1.790650
1355491095 1.790650 006 10.742600 1.790050 1.790650
1355491102 1.790450 007 12.533050 1.790050 1.790650
1355491103 1.790650 008 14.323700 1.790050 1.790650
1355491105 1.790750 009 16.114450 1.790050 1.790750
1355491112 1.790650 008 14.324900 1.790450 1.790750
1355491121 1.790750 009 16.115650 1.790450 1.790750
1355491127 1.790850 010 17.906500 1.790450 1.790850
1355491128 1.790650 011 19.697150 1.790450 1.790850
1355491131 1.790550 012 21.487700 1.790450 1.790850
1355491174 1.790150 005 8.952950 1.790150 1.790850
1355491189 1.789950 003 5.370650 1.789950 1.790550
1355491223 1.790150 003 5.370250 1.789950 1.790150
1355491226 1.790250 004 7.160500 1.789950 1.790250
1355491244 1.790150 004 7.160500 1.789950 1.790250
1355491254 1.790050 004 7.160600 1.790050 1.790250
1355491257 1.790150 005 8.950750 1.790050 1.790250
1355491258 1.790250 006 10.741000 1.790050 1.790250
1355491281 1.789950 007 12.530950 1.789950 1.790250
1355491288 1.789750 006 10.740300 1.789750 1.790250
1355491321 1.789650 003 5.369350 1.789650 1.789950
1355491323 1.789750 004 7.159100 1.789650 1.789950
